BirthDate,Age,MaritalStatus,Gender,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,YearFirstPurchase,CommuteDistance,StateProvinceCode,StateProvinceName,CountryRegionCode,RegionName,SalesTerritoryKey,CustomerKey,ProductCategoryKey,ProductCategory,ProductSubcategoryKey,ProductSubcategoryName,ProductKey,ModelName
8/30/1974,44,S,M,30000,0,0,Bachelors,Clerical,1,0,2011,0-1 Miles,78,Yveline,FR,France,7,13552,1,Bikes,2,Road Bikes,314,Road-150
9/9/1980,38,M,F,40000,0,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,45,Loiret,FR,France,7,13555,1,Bikes,2,Road Bikes,314,Road-150
11/15/1985,33,S,F,10000,0,0,Partial College,Manual,0,1,2011,2-5 Miles,VIC,Victoria,AU,Australia,9,12243,1,Bikes,1,Mountain Bikes,348,Mountain-100
1/5/1982,37,S,F,70000,0,0,Bachelors,Professional,0,3,2011,10+ Miles,VIC,Victoria,AU,Australia,9,12338,1,Bikes,1,Mountain Bikes,351,Mountain-100
1/6/1969,50,M,F,40000,1,0,Partial College,Clerical,1,1,2011,1-2 Miles,AB,Alberta,CA,Canada,6,24757,1,Bikes,2,Road Bikes,310,Road-150
2/19/1979,40,M,M,60000,2,2,Bachelors,Skilled Manual,1,0,2011,2-5 Miles,WA,Washington,US,United States,1,12913,1,Bikes,2,Road Bikes,311,Road-150
11/8/1959,59,M,M,80000,2,0,Partial High School,Skilled Manual,1,2,2011,5-10 Miles,OR,Oregon,US,United States,1,12178,1,Bikes,2,Road Bikes,314,Road-150
5/9/1971,48,S,M,100000,0,3,Partial College,Professional,0,3,2011,1-2 Miles,CA,California,US,United States,4,12186,1,Bikes,2,Road Bikes,311,Road-150
1/19/1966,53,M,M,100000,0,3,Partial College,Professional,1,3,2011,1-2 Miles,CA,California,US,United States,4,12187,1,Bikes,2,Road Bikes,310,Road-150
11/20/1965,53,S,F,110000,3,3,Partial College,Professional,1,4,2011,5-10 Miles,CA,California,US,United States,4,12188,1,Bikes,2,Road Bikes,314,Road-150
12/18/1945,73,S,M,80000,4,0,Bachelors,Management,1,2,2011,5-10 Miles,WA,Washington,US,United States,1,12207,1,Bikes,2,Road Bikes,314,Road-150
12/31/1977,41,M,M,120000,0,5,Partial High School,Professional,1,4,2011,10+ Miles,QLD,Queensland,AU,Australia,9,20622,1,Bikes,2,Road Bikes,310,Road-150
3/31/1983,36,M,M,20000,0,0,Partial College,Manual,0,0,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,12252,1,Bikes,1,Mountain Bikes,348,Mountain-100
12/7/1971,47,S,M,20000,1,1,Partial College,Manual,0,0,2011,1-2 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,15050,1,Bikes,2,Road Bikes,314,Road-150
4/27/1947,72,M,F,130000,2,3,Bachelors,Management,1,4,2011,2-5 Miles,WA,Washington,US,United States,1,12364,1,Bikes,2,Road Bikes,313,Road-150
11/13/1974,44,S,F,60000,4,0,Graduate Degree,Skilled Manual,1,0,2011,0-1 Miles,OR,Oregon,US,United States,1,12448,1,Bikes,2,Road Bikes,314,Road-150
2/25/1974,45,M,M,70000,4,2,Bachelors,Professional,1,2,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,20035,1,Bikes,1,Mountain Bikes,351,Mountain-100
3/19/1964,55,M,F,40000,2,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,25946,1,Bikes,2,Road Bikes,326,Road-650
10/25/1984,34,S,F,30000,0,0,Partial High School,Clerical,0,2,2011,0-1 Miles,BC,British Columbia,CA,Canada,6,24501,1,Bikes,2,Road Bikes,312,Road-150
5/8/1961,58,M,F,40000,1,0,Partial College,Clerical,1,1,2011,0-1 Miles,WA,Washington,US,United States,1,12773,1,Bikes,2,Road Bikes,310,Road-150
5/6/1970,49,M,M,40000,2,1,High School,Professional,1,2,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,24664,1,Bikes,2,Road Bikes,313,Road-150
9/22/1973,45,S,F,40000,4,4,High School,Skilled Manual,1,3,2011,10+ Miles,OR,Oregon,US,United States,1,12912,1,Bikes,2,Road Bikes,314,Road-150
1/10/1983,36,S,F,10000,0,0,High School,Manual,0,2,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,20818,1,Bikes,2,Road Bikes,314,Road-150
12/15/1959,59,M,M,90000,3,1,High School,Professional,1,2,2011,10+ Miles,ENG,England,GB,United Kingdom,10,15691,1,Bikes,2,Road Bikes,312,Road-150
3/13/1949,70,S,F,40000,2,0,Bachelors,Management,1,2,2011,5-10 Miles,QLD,Queensland,AU,Australia,9,12037,1,Bikes,1,Mountain Bikes,349,Mountain-100
8/12/1948,70,M,M,70000,2,0,Graduate Degree,Management,1,1,2011,1-2 Miles,VIC,Victoria,AU,Australia,9,12039,1,Bikes,1,Mountain Bikes,348,Mountain-100
5/5/1986,33,M,F,40000,0,0,Graduate Degree,Clerical,1,0,2011,0-1 Miles,HE,Hessen,DE,Germany,8,15080,1,Bikes,2,Road Bikes,311,Road-150
10/9/1944,74,M,F,90000,5,0,Bachelors,Management,1,2,2011,5-10 Miles,CA,California,US,United States,4,12206,1,Bikes,2,Road Bikes,310,Road-150
2/18/1963,56,S,F,100000,2,3,Partial College,Professional,1,4,2011,5-10 Miles,78,Yveline,FR,France,7,19027,1,Bikes,2,Road Bikes,334,Road-650
3/8/1941,78,S,M,130000,2,3,Graduate Degree,Management,0,3,2011,2-5 Miles,CA,California,US,United States,4,26098,1,Bikes,1,Mountain Bikes,345,Mountain-100
10/26/1982,36,M,M,20000,0,0,Partial College,Manual,1,0,2011,0-1 Miles,QLD,Queensland,AU,Australia,9,20823,1,Bikes,2,Road Bikes,312,Road-150
6/3/1986,32,S,M,10000,0,0,Partial College,Manual,0,1,2011,2-5 Miles,NSW,New South Wales,AU,Australia,9,12240,1,Bikes,1,Mountain Bikes,345,Mountain-100
8/9/1979,39,M,F,30000,0,0,Partial College,Clerical,0,1,2011,0-1 Miles,HH,Hamburg,DE,Germany,8,18047,1,Bikes,2,Road Bikes,385,Road-550-W
2/9/1953,66,M,F,20000,1,0,Partial College,Manual,1,0,2011,0-1 Miles,SL,Saarland,DE,Germany,8,15460,1,Bikes,2,Road Bikes,371,Road-250
2/3/1959,60,M,M,110000,2,5,Partial College,Professional,0,2,2011,10+ Miles,HH,Hamburg,DE,Germany,8,19930,1,Bikes,2,Road Bikes,331,Road-650
1/6/1980,39,S,M,40000,0,0,High School,Skilled Manual,1,2,2011,5-10 Miles,WA,Washington,US,United States,1,13062,1,Bikes,2,Road Bikes,373,Road-250
1/11/1973,46,M,M,60000,1,0,Bachelors,Professional,1,1,2011,5-10 Miles,NSW,New South Wales,AU,Australia,9,21193,1,Bikes,2,Road Bikes,371,Road-250
1/23/1980,39,S,F,90000,0,0,Bachelors,Professional,1,3,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,12349,1,Bikes,1,Mountain Bikes,362,Mountain-200
3/19/1984,35,S,F,120000,0,5,Partial High School,Professional,1,4,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,12355,1,Bikes,1,Mountain Bikes,358,Mountain-200
11/16/1985,33,M,F,10000,0,0,Partial College,Manual,0,1,2011,0-1 Miles,NSW,New South Wales,AU,Australia,9,12571,1,Bikes,1,Mountain Bikes,354,Mountain-200
11/13/1974,44,M,F,130000,2,3,Bachelors,Management,1,4,2011,5-10 Miles,SL,Saarland,DE,Germany,8,18125,1,Bikes,2,Road Bikes,381,Road-550-W
8/16/1969,49,S,M,40000,0,0,Bachelors,Professional,0,1,2011,2-5 Miles,CA,California,US,United States,4,12947,1,Bikes,2,Road Bikes,377,Road-250
5/26/1960,58,M,F,130000,4,5,High School,Professional,1,2,2011,0-1 Miles,ENG,England,GB,United Kingdom,10,20577,1,Bikes,2,Road Bikes,325,Road-650
8/28/1946,72,M,F,20000,1,0,Partial College,Manual,1,0,2011,0-1 Miles,SL,Saarland,DE,Germany,8,15457,1,Bikes,2,Road Bikes,379,Road-250
9/2/1974,44,M,F,70000,5,0,Graduate Degree,Professional,1,0,2011,0-1 Miles,OR,Oregon,US,United States,1,12929,1,Bikes,2,Road Bikes,369,Road-250
10/7/1982,36,M,M,70000,0,0,Partial College,Skilled Manual,1,2,2011,5-10 Miles,CA,California,US,United States,4,13032,1,Bikes,2,Road Bikes,369,Road-250
2/17/1986,33,S,F,20000,0,0,Partial College,Skilled Manual,0,2,2011,1-2 Miles,CA,California,US,United States,4,13039,1,Bikes,2,Road Bikes,368,Road-250
9/19/1980,38,M,M,40000,0,0,High School,Skilled Manual,1,1,2011,5-10 Miles,CA,California,US,United States,4,13142,1,Bikes,2,Road Bikes,368,Road-250
4/1/1951,68,S,F,70000,5,0,Bachelors,Management,1,3,2011,10+ Miles,CA,California,US,United States,4,13208,1,Bikes,2,Road Bikes,369,Road-250
11/24/1950,68,M,M,60000,4,0,Bachelors,Management,1,2,2011,10+ Miles,CA,California,US,United States,4,13210,1,Bikes,2,Road Bikes,373,Road-250
1/25/1952,67,M,F,70000,3,1,Bachelors,Management,1,1,2011,10+ Miles,CA,California,US,United States,4,13220,1,Bikes,2,Road Bikes,373,Road-250
11/22/1963,55,M,M,60000,1,0,Bachelors,Professional,1,1,2011,2-5 Miles,BC,British Columbia,CA,Canada,6,20208,1,Bikes,1,Mountain Bikes,358,Mountain-200
9/12/1974,44,S,F,90000,1,0,Graduate Degree,Management,1,0,2011,0-1 Miles,VIC,Victoria,AU,Australia,9,21166,1,Bikes,2,Road Bikes,370,Road-250
5/12/1973,46,M,M,70000,5,5,Bachelors,Professional,1,3,2011,10+ Miles,NSW,New South Wales,AU,Australia,9,21173,1,Bikes,2,Road Bikes,371,Road-250
9/3/1971,47,S,M,60000,1,0,Partial College,Skilled Manual,1,1,2011,5-10 Miles,SA,South Australia,AU,Australia,9,21206,1,Bikes,2,Road Bikes,377,Road-250
9/24/1962,56,S,M,70000,2,0,High School,Skilled Manual,1,2,2011,5-10 Miles,VIC,Victoria,AU,Australia,9,25961,1,Bikes,2,Road Bikes,329,Road-650
10/2/1959,59,M,F,10000,2,0,Partial College,Manual,1,1,2012,0-1 Miles,93,Seine Saint Denis,FR,France,7,16942,1,Bikes,2,Road Bikes,381,Road-550-W
4/25/1957,62,M,F,110000,4,5,Partial College,Professional,1,2,2012,10+ Miles,SL,Saarland,DE,Germany,8,15114,1,Bikes,2,Road Bikes,375,Road-250
4/22/1961,58,M,F,100000,3,4,Partial College,Management,0,4,2012,5-10 Miles,HE,Hessen,DE,Germany,8,15116,1,Bikes,2,Road Bikes,369,Road-250
12/24/1959,59,S,M,130000,4,5,High School,Professional,0,2,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,20576,1,Bikes,2,Road Bikes,337,Road-650
8/14/1980,38,M,M,30000,0,0,High School,Skilled Manual,1,2,2012,5-10 Miles,CA,California,US,United States,4,13059,1,Bikes,2,Road Bikes,370,Road-250
9/16/1979,39,S,M,30000,0,0,Partial High School,Skilled Manual,1,2,2012,5-10 Miles,WA,Washington,US,United States,1,13085,1,Bikes,2,Road Bikes,370,Road-250
4/5/1967,52,M,M,40000,4,2,High School,Skilled Manual,1,2,2012,2-5 Miles,BC,British Columbia,CA,Canada,6,20186,1,Bikes,1,Mountain Bikes,352,Mountain-200
9/8/1962,56,M,M,70000,3,2,Partial College,Professional,1,0,2012,5-10 Miles,CA,California,US,United States,4,15199,1,Bikes,2,Road Bikes,337,Road-650
10/31/1966,52,S,F,60000,1,0,Partial College,Skilled Manual,1,1,2012,5-10 Miles,QLD,Queensland,AU,Australia,9,21200,1,Bikes,2,Road Bikes,377,Road-250
4/15/1985,34,M,M,40000,1,1,Bachelors,Skilled Manual,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,19172,1,Bikes,2,Road Bikes,387,Road-550-W
3/3/1983,36,S,M,40000,2,2,Partial College,Clerical,1,0,2012,0-1 Miles,SL,Saarland,DE,Germany,8,11484,1,Bikes,1,Mountain Bikes,356,Mountain-200
6/4/1963,55,M,F,70000,5,2,Partial High School,Skilled Manual,1,2,2012,2-5 Miles,78,Yveline,FR,France,7,13592,1,Bikes,2,Road Bikes,369,Road-250
5/9/1972,47,S,M,10000,4,4,Partial High School,Manual,1,1,2012,0-1 Miles,75,Seine (Paris),FR,France,7,13779,1,Bikes,2,Road Bikes,373,Road-250
4/12/1977,42,M,M,70000,1,1,Graduate Degree,Skilled Manual,1,0,2012,0-1 Miles,BC,British Columbia,CA,Canada,6,24778,1,Bikes,2,Road Bikes,371,Road-250
4/14/1963,56,S,F,80000,2,0,Partial High School,Skilled Manual,0,2,2012,1-2 Miles,WA,Washington,US,United States,1,13093,1,Bikes,2,Road Bikes,368,Road-250
1/14/1955,64,M,F,60000,2,1,Partial College,Professional,1,2,2012,2-5 Miles,BC,British Columbia,CA,Canada,6,24976,1,Bikes,2,Road Bikes,375,Road-250
3/10/1979,40,M,M,60000,0,0,Partial College,Skilled Manual,1,2,2012,5-10 Miles,BC,British Columbia,CA,Canada,6,25046,1,Bikes,2,Road Bikes,375,Road-250
8/10/1978,40,S,F,70000,0,0,Partial College,Professional,0,2,2012,0-1 Miles,BC,British Columbia,CA,Canada,6,25048,1,Bikes,2,Road Bikes,368,Road-250
11/13/1985,33,S,M,10000,0,0,Partial College,Manual,0,1,2012,0-1 Miles,QLD,Queensland,AU,Australia,9,12570,1,Bikes,1,Mountain Bikes,360,Mountain-200
12/1/1982,36,S,M,30000,0,0,Partial College,Clerical,1,1,2012,2-5 Miles,ENG,England,GB,United Kingdom,10,11604,1,Bikes,1,Mountain Bikes,362,Mountain-200
11/8/1978,40,S,M,20000,0,0,Partial High School,Manual,0,2,2012,1-2 Miles,91,Essonne,FR,France,7,13667,1,Bikes,2,Road Bikes,371,Road-250
8/16/1969,49,S,F,20000,1,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,16046,1,Bikes,2,Road Bikes,370,Road-250
8/5/1977,41,S,M,20000,0,0,Partial High School,Manual,0,2,2012,0-1 Miles,78,Yveline,FR,France,7,17095,1,Bikes,2,Road Bikes,385,Road-550-W
2/9/1981,38,M,F,80000,2,0,Graduate Degree,Professional,1,0,2012,0-1 Miles,CA,California,US,United States,4,12918,1,Bikes,2,Road Bikes,368,Road-250
12/2/1974,44,S,M,60000,1,0,Graduate Degree,Professional,0,0,2012,0-1 Miles,BC,British Columbia,CA,Canada,6,28663,1,Bikes,2,Road Bikes,368,Road-250
7/23/1967,51,M,M,60000,1,0,Bachelors,Professional,1,1,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,21191,1,Bikes,2,Road Bikes,369,Road-250
10/25/1983,35,M,F,20000,0,0,Bachelors,Clerical,1,0,2012,0-1 Miles,QLD,Queensland,AU,Australia,9,20999,1,Bikes,2,Road Bikes,373,Road-250
4/26/1983,36,S,F,20000,0,0,Partial College,Manual,0,0,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,21002,1,Bikes,2,Road Bikes,370,Road-250
8/3/1984,34,M,M,110000,0,5,Partial College,Management,0,3,2012,10+ Miles,VIC,Victoria,AU,Australia,9,12354,1,Bikes,1,Mountain Bikes,358,Mountain-200
5/1/1980,39,M,M,80000,4,4,Graduate Degree,Management,1,1,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,26019,1,Bikes,2,Road Bikes,321,Road-650
5/22/1952,66,M,F,110000,3,4,Bachelors,Management,0,4,2012,5-10 Miles,SL,Saarland,DE,Germany,8,15100,1,Bikes,2,Road Bikes,379,Road-250
4/15/1952,67,S,M,120000,4,5,Bachelors,Management,1,1,2012,10+ Miles,NW,Nordrhein-Westfalen,DE,Germany,8,15101,1,Bikes,2,Road Bikes,371,Road-250
12/4/1983,35,S,M,60000,0,0,Partial College,Skilled Manual,0,2,2012,1-2 Miles,CA,California,US,United States,4,13992,1,Bikes,2,Road Bikes,385,Road-550-W
10/19/1983,35,M,F,50000,1,1,Graduate Degree,Skilled Manual,1,0,2012,1-2 Miles,AB,Alberta,CA,Canada,6,24781,1,Bikes,2,Road Bikes,375,Road-250
6/5/1986,32,M,M,30000,0,0,High School,Skilled Manual,1,2,2012,5-10 Miles,CA,California,US,United States,4,13060,1,Bikes,2,Road Bikes,375,Road-250
9/9/1952,66,M,F,60000,5,0,Bachelors,Management,1,3,2012,10+ Miles,WA,Washington,US,United States,1,13226,1,Bikes,2,Road Bikes,371,Road-250
3/9/1982,37,M,F,80000,0,0,Bachelors,Professional,1,2,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,12341,1,Bikes,1,Mountain Bikes,360,Mountain-200
11/18/1980,38,S,M,90000,0,0,Bachelors,Professional,0,2,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,12346,1,Bikes,1,Mountain Bikes,354,Mountain-200
9/10/1984,34,S,M,10000,0,0,Partial College,Manual,0,1,2012,2-5 Miles,VIC,Victoria,AU,Australia,9,12576,1,Bikes,1,Mountain Bikes,362,Mountain-200
3/11/1959,60,M,M,170000,0,5,Bachelors,Management,1,3,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,15699,1,Bikes,2,Road Bikes,373,Road-250
2/10/1965,54,M,M,80000,2,0,Graduate Degree,Professional,1,0,2012,0-1 Miles,WA,Washington,US,United States,1,12980,1,Bikes,2,Road Bikes,379,Road-250
1/30/1986,33,S,M,40000,3,3,Partial College,Clerical,1,2,2012,1-2 Miles,AB,Alberta,CA,Canada,6,28766,1,Bikes,2,Road Bikes,370,Road-250
12/8/1963,55,M,F,60000,1,0,Bachelors,Professional,1,1,2012,0-1 Miles,BC,British Columbia,CA,Canada,6,20206,1,Bikes,1,Mountain Bikes,358,Mountain-200
3/15/1974,45,M,M,70000,5,5,Bachelors,Professional,1,4,2012,10+ Miles,QLD,Queensland,AU,Australia,9,21183,1,Bikes,2,Road Bikes,373,Road-250
12/6/1966,52,S,F,60000,1,0,Partial College,Skilled Manual,1,1,2012,5-10 Miles,NSW,New South Wales,AU,Australia,9,21199,1,Bikes,2,Road Bikes,370,Road-250
3/22/1981,38,S,F,30000,0,0,High School,Skilled Manual,1,2,2012,5-10 Miles,OR,Oregon,US,United States,1,13056,1,Bikes,2,Road Bikes,369,Road-250
12/18/1980,38,S,F,30000,0,0,High School,Skilled Manual,1,2,2012,5-10 Miles,CA,California,US,United States,4,13057,1,Bikes,2,Road Bikes,368,Road-250
9/30/1954,64,M,M,30000,4,0,High School,Professional,1,2,2012,5-10 Miles,WA,Washington,US,United States,1,26127,1,Bikes,1,Mountain Bikes,360,Mountain-200
4/23/1960,59,M,F,40000,1,0,Partial College,Clerical,1,1,2012,1-2 Miles,CA,California,US,United States,4,26252,1,Bikes,1,Mountain Bikes,360,Mountain-200
2/22/1984,35,M,M,90000,0,0,Bachelors,Professional,1,3,2012,10+ Miles,VIC,Victoria,AU,Australia,9,12350,1,Bikes,1,Mountain Bikes,354,Mountain-200
12/17/1961,57,S,M,20000,1,0,Bachelors,Clerical,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,16054,1,Bikes,2,Road Bikes,377,Road-250
11/8/1980,38,S,M,80000,3,0,Graduate Degree,Professional,1,0,2012,0-1 Miles,CA,California,US,United States,4,12934,1,Bikes,2,Road Bikes,377,Road-250
11/18/1964,54,M,M,120000,2,5,Bachelors,Management,0,2,2012,10+ Miles,HE,Hessen,DE,Germany,8,19931,1,Bikes,2,Road Bikes,343,Road-650
8/24/1975,43,S,F,70000,0,0,Bachelors,Professional,1,1,2012,5-10 Miles,NSW,New South Wales,AU,Australia,9,21215,1,Bikes,2,Road Bikes,379,Road-250
9/8/1961,57,S,M,80000,2,0,High School,Skilled Manual,1,2,2012,5-10 Miles,NSW,New South Wales,AU,Australia,9,25958,1,Bikes,2,Road Bikes,321,Road-650
5/9/1974,45,M,F,60000,2,2,Bachelors,Professional,0,1,2012,0-1 Miles,QLD,Queensland,AU,Australia,9,26023,1,Bikes,2,Road Bikes,343,Road-650
2/21/1984,35,M,M,60000,0,0,Partial College,Skilled Manual,1,2,2012,5-10 Miles,CA,California,US,United States,4,13993,1,Bikes,2,Road Bikes,383,Road-550-W
12/24/1985,33,S,M,30000,0,0,High School,Skilled Manual,0,2,2012,0-1 Miles,OR,Oregon,US,United States,1,26174,1,Bikes,1,Mountain Bikes,354,Mountain-200
8/8/1962,56,S,F,130000,3,4,Partial College,Professional,0,2,2012,0-1 Miles,SL,Saarland,DE,Germany,8,18130,1,Bikes,2,Road Bikes,387,Road-550-W
4/13/1977,42,M,F,10000,0,0,Graduate Degree,Manual,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,16033,1,Bikes,2,Road Bikes,373,Road-250
4/23/1985,34,M,F,60000,0,0,Partial College,Skilled Manual,1,2,2012,5-10 Miles,CA,California,US,United States,4,13986,1,Bikes,2,Road Bikes,387,Road-550-W
4/16/1965,54,M,M,120000,2,5,Partial High School,Professional,1,2,2012,5-10 Miles,BY,Bayern,DE,Germany,8,19924,1,Bikes,2,Road Bikes,325,Road-650
3/10/1985,34,S,F,40000,0,0,High School,Skilled Manual,1,2,2012,5-10 Miles,WA,Washington,US,United States,1,13063,1,Bikes,2,Road Bikes,368,Road-250
10/17/1949,69,S,F,70000,4,0,Bachelors,Management,0,2,2012,1-2 Miles,CA,California,US,United States,4,13202,1,Bikes,2,Road Bikes,375,Road-250
3/16/1980,39,S,F,40000,3,3,Partial College,Clerical,1,1,2012,1-2 Miles,CA,California,US,United States,4,26238,1,Bikes,1,Mountain Bikes,360,Mountain-200
2/16/1980,39,S,M,60000,0,0,High School,Professional,0,2,2012,5-10 Miles,CA,California,US,United States,4,15191,1,Bikes,2,Road Bikes,333,Road-650
11/21/1969,49,S,M,80000,4,0,Bachelors,Professional,0,1,2012,1-2 Miles,VIC,Victoria,AU,Australia,9,21216,1,Bikes,2,Road Bikes,369,Road-250
8/22/1985,33,S,M,10000,0,0,Partial College,Manual,0,1,2012,0-1 Miles,NSW,New South Wales,AU,Australia,9,12573,1,Bikes,1,Mountain Bikes,362,Mountain-200
4/16/1980,39,M,M,100000,1,0,Graduate Degree,Management,1,0,2012,0-1 Miles,VIC,Victoria,AU,Australia,9,26020,1,Bikes,2,Road Bikes,339,Road-650
2/15/1958,61,M,F,130000,4,5,High School,Professional,1,3,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,15702,1,Bikes,2,Road Bikes,377,Road-250
10/18/1966,52,M,M,120000,2,4,Partial High School,Professional,1,4,2012,5-10 Miles,NW,Nordrhein-Westfalen,DE,Germany,8,15357,1,Bikes,2,Road Bikes,370,Road-250
2/14/1985,34,S,F,30000,0,0,High School,Skilled Manual,0,2,2012,1-2 Miles,CA,California,US,United States,4,13068,1,Bikes,2,Road Bikes,377,Road-250
10/22/1981,37,M,M,40000,0,0,High School,Skilled Manual,1,2,2012,5-10 Miles,OR,Oregon,US,United States,1,13161,1,Bikes,2,Road Bikes,375,Road-250
3/14/1974,45,M,M,80000,0,0,Bachelors,Management,0,1,2012,0-1 Miles,OR,Oregon,US,United States,1,13173,1,Bikes,2,Road Bikes,371,Road-250
12/19/1952,66,M,M,60000,5,0,Bachelors,Management,0,3,2012,2-5 Miles,CA,California,US,United States,4,13225,1,Bikes,2,Road Bikes,375,Road-250
3/30/1960,59,M,M,30000,1,0,High School,Clerical,1,1,2012,2-5 Miles,WA,Washington,US,United States,1,26249,1,Bikes,1,Mountain Bikes,352,Mountain-200
2/18/1977,42,S,F,90000,0,0,Bachelors,Professional,0,3,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,12356,1,Bikes,1,Mountain Bikes,360,Mountain-200
4/21/1972,47,S,F,20000,2,2,High School,Manual,1,0,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,11568,1,Bikes,1,Mountain Bikes,356,Mountain-200
10/20/1980,38,S,M,30000,0,0,Partial College,Clerical,0,1,2012,0-1 Miles,ENG,England,GB,United Kingdom,10,11610,1,Bikes,1,Mountain Bikes,352,Mountain-200
2/7/1962,57,M,F,150000,3,4,High School,Professional,1,3,2012,5-10 Miles,ENG,England,GB,United Kingdom,10,15929,1,Bikes,2,Road Bikes,377,Road-250
11/11/1976,42,S,F,80000,3,3,Bachelors,Skilled Manual,1,2,2012,2-5 Miles,CA,California,US,United States,4,12942,1,Bikes,2,Road Bikes,379,Road-250
6/18/1970,48,S,F,50000,5,5,Bachelors,Skilled Manual,1,3,2012,5-10 Miles,OR,Oregon,US,United States,1,12949,1,Bikes,2,Road Bikes,379,Road-250
10/15/1972,46,S,M,60000,0,0,Graduate Degree,Professional,0,1,2012,0-1 Miles,CA,California,US,United States,4,12975,1,Bikes,2,Road Bikes,371,Road-250
7/8/1961,57,M,M,90000,4,1,High School,Management,1,3,2012,5-10 Miles,93,Seine Saint Denis,FR,France,7,19069,1,Bikes,2,Road Bikes,337,Road-650
10/15/1968,50,S,F,80000,4,3,Bachelors,Management,1,0,2012,1-2 Miles,OR,Oregon,US,United States,1,13178,1,Bikes,2,Road Bikes,375,Road-250
8/9/1947,71,S,M,120000,2,4,Graduate Degree,Management,1,3,2012,5-10 Miles,CA,California,US,United States,4,13190,1,Bikes,2,Road Bikes,373,Road-250
10/19/1979,39,S,M,80000,0,0,Bachelors,Management,1,1,2012,1-2 Miles,CA,California,US,United States,4,26201,1,Bikes,1,Mountain Bikes,354,Mountain-200
3/6/1972,47,S,M,120000,2,2,Bachelors,Management,1,3,2012,2-5 Miles,CA,California,US,United States,4,15195,1,Bikes,2,Road Bikes,333,Road-650
9/5/1980,38,M,F,70000,0,0,Bachelors,Professional,1,3,2012,10+ Miles,NSW,New South Wales,AU,Australia,9,12342,1,Bikes,1,Mountain Bikes,358,Mountain-200
5/4/1966,53,S,F,40000,3,0,Graduate Degree,Clerical,1,0,2012,0-1 Miles,91,Essonne,FR,France,7,28506,1,Bikes,1,Mountain Bikes,358,Mountain-200
11/13/1974,44,M,F,70000,5,0,Graduate Degree,Professional,1,0,2012,2-5 Miles,WA,Washington,US,United States,1,12930,1,Bikes,2,Road Bikes,379,Road-250
1/1/1974,45,M,M,110000,1,1,Graduate Degree,Management,1,2,2012,1-2 Miles,WA,Washington,US,United States,1,13016,1,Bikes,2,Road Bikes,369,Road-250
8/26/1978,40,S,F,70000,0,0,Partial College,Professional,1,2,2012,5-10 Miles,WA,Washington,US,United States,1,13083,1,Bikes,2,Road Bikes,373,Road-250
6/19/1952,66,M,M,60000,4,0,Bachelors,Management,1,3,2012,2-5 Miles,WA,Washington,US,United States,1,13214,1,Bikes,2,Road Bikes,375,Road-250
1/9/1955,64,M,F,60000,2,1,Partial College,Professional,1,2,2012,2-5 Miles,BC,British Columbia,CA,Canada,6,24977,1,Bikes,2,Road Bikes,373,Road-250
6/25/1981,37,S,M,40000,3,3,Partial College,Clerical,1,0,2012,1-2 Miles,CA,California,US,United States,4,26234,1,Bikes,1,Mountain Bikes,362,Mountain-200
5/20/1977,41,M,F,80000,0,0,Graduate Degree,Skilled Manual,1,0,2012,1-2 Miles,CA,California,US,United States,4,26247,1,Bikes,1,Mountain Bikes,360,Mountain-200
7/18/1977,41,S,F,60000,1,0,Bachelors,Professional,1,1,2012,5-10 Miles,QLD,Queensland,AU,Australia,9,21197,1,Bikes,2,Road Bikes,371,Road-250
